trigger_tag,trigger_canonical,related_tag,related_canonical,slot,support,trigger_lines,related_lines,total_lines,confidence,reverse_confidence,lift,pmi,score,safety_bin,safety_class,related_group,related_subgroup,related_source,expected_support,negative_score
school uniform,school_uniform,ocean,ocean,scene,61,5757,4606,82771,0.010596,0.013244,0.190409,-2.392825,0.017625,sfw,clean,环境,水,weilin_tagcart.csv,320.362712,209.977671
dress,dress,no pants,no_pants,clothing,12,19748,978,82771,0.000608,0.01227,0.051428,-4.281309,0.003452,sfw,clean,服饰,裤子,danbooru_all.csv,233.337087,209.95422
no pants,no_pants,dress,dress,clothing,12,978,19748,82771,0.01227,0.000608,0.051428,-4.281309,0.003452,sfw,clean,服饰,裙子,weilin_tagcart.csv,233.337087,209.95422
arm support,arm_support,lying,lying,pose_action,84,3605,8225,82771,0.023301,0.010213,0.234486,-2.092428,0.023134,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,358.230842,209.927638
lying,lying,arm support,arm_support,pose_action,84,8225,3605,82771,0.010213,0.023301,0.234486,-2.092428,0.023134,sfw,clean,表情动作,手部动作,weilin_tagcart.csv,358.230842,209.927638
feet out of frame,feet_out_of_frame,no shoes,no_shoes,clothing,25,4361,4886,82771,0.005733,0.005117,0.097113,-3.364187,0.007497,sfw,clean,服饰,鞋子,weilin_tagcart.csv,257.431298,209.859131
no shoes,no_shoes,feet out of frame,feet_out_of_frame,pose_action,25,4886,4361,82771,0.005117,0.005733,0.097113,-3.364187,0.007497,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,257.431298,209.859131
apron,apron,white shirt,white_shirt,clothing,151,2123,18028,82771,0.071126,0.008376,0.326556,-1.614598,0.051257,sfw,clean,服饰,上衣,weilin_tagcart.csv,462.401614,209.711563
white shirt,white_shirt,apron,apron,clothing,151,18028,2123,82771,0.008376,0.071126,0.326556,-1.614598,0.036033,sfw,clean,服饰,腰部,weilin_tagcart.csv,462.401614,209.711563
outdoors,outdoors,strapless leotard,strapless_leotard,clothing,53,18986,1335,82771,0.002792,0.0397,0.173077,-2.530514,0.015571,sfw,clean,服饰,上半身服装,danbooru_all.csv,306.222107,209.395187
strapless leotard,strapless_leotard,outdoors,outdoors,scene,53,1335,18986,82771,0.0397,0.002792,0.173077,-2.530514,0.015571,sfw,clean,环境,大自然,weilin_tagcart.csv,306.222107,209.395187
couch,couch,on bed,on_bed,scene,10,2616,7233,82771,0.003823,0.001383,0.043744,-4.514759,0.002846,sfw,clean,场景,室内,danbooru_all.csv,228.600935,209.038379
on bed,on_bed,couch,couch,scene,10,7233,2616,82771,0.001383,0.003823,0.043744,-4.514759,0.002846,sfw,clean,场景,家具,weilin_tagcart.csv,228.600935,209.038379
sand,sand,shirt,shirt,clothing,80,1148,25288,82771,0.069686,0.003164,0.228093,-2.132306,0.031063,sfw,clean,服饰,上衣,weilin_tagcart.csv,350.734243,208.981677
shirt,shirt,sand,sand,prop,80,25288,1148,82771,0.003164,0.069686,0.228093,-2.132306,0.022287,sfw,clean,物品,其它物品,weilin_tagcart.csv,350.734243,208.981677
jacket,jacket,sash,sash,scene,32,9793,2275,82771,0.003268,0.014066,0.118886,-3.072348,0.009649,sfw,clean,场景,家具,weilin_tagcart.csv,269.165227,208.969582
sash,sash,jacket,jacket,clothing,32,2275,9793,82771,0.014066,0.003268,0.118886,-3.072348,0.009649,sfw,clean,服饰,外套,weilin_tagcart.csv,269.165227,208.969582
long sleeves,long_sleeves,partially submerged,partially_submerged,pose_action,148,25664,1474,82771,0.005767,0.100407,0.323831,-1.626688,0.0356,sfw,clean,表情动作,其他动作,danbooru_all.csv,457.028863,208.955814
partially submerged,partially_submerged,long sleeves,long_sleeves,clothing,148,1474,25664,82771,0.100407,0.005767,0.323831,-1.626688,0.071489,sfw,clean,服饰,手臂,weilin_tagcart.csv,457.028863,208.955814
beach,beach,bed sheet,bed_sheet,scene,2,3833,4594,82771,0.000522,0.000435,0.009401,-6.732956,0.000507,sfw,clean,场景,床上用品,weilin_tagcart.csv,212.741202,208.760004
bed sheet,bed_sheet,beach,beach,scene,2,4594,3833,82771,0.000435,0.000522,0.009401,-6.732956,0.000507,sfw,clean,环境,水,weilin_tagcart.csv,212.741202,208.760004
leotard,leotard,sleeveless,sleeveless,clothing,85,3123,9491,82771,0.027217,0.008956,0.237363,-2.074833,0.023472,sfw,clean,服饰,手臂,weilin_tagcart.csv,358.101183,208.277045
sleeveless,sleeveless,leotard,leotard,clothing,85,9491,3123,82771,0.008956,0.027217,0.237363,-2.074833,0.023472,sfw,clean,服饰,正装,weilin_tagcart.csv,358.101183,208.277045
blue shirt,blue_shirt,dress,dress,clothing,46,1227,19748,82771,0.03749,0.002329,0.157133,-2.669939,0.013735,sfw,clean,服饰,裙子,weilin_tagcart.csv,292.744995,207.973129
dress,dress,blue shirt,blue_shirt,clothing,46,19748,1227,82771,0.002329,0.03749,0.157133,-2.669939,0.013735,sfw,clean,服饰,上半身服装,danbooru_all.csv,292.744995,207.973129
beach,beach,black dress,black_dress,clothing,18,3833,5238,82771,0.004696,0.003436,0.074207,-3.752296,0.005369,sfw,clean,服饰,裙子,danbooru_all.csv,242.563869,207.8996
black dress,black_dress,beach,beach,scene,18,5238,3833,82771,0.003436,0.004696,0.074207,-3.752296,0.005369,sfw,clean,环境,水,weilin_tagcart.csv,242.563869,207.8996
highleg leotard,highleg_leotard,white shirt,white_shirt,clothing,17,1105,18028,82771,0.015385,0.000943,0.070635,-3.823482,0.005055,sfw,clean,服饰,上衣,weilin_tagcart.csv,240.675357,207.876145
white shirt,white_shirt,highleg leotard,highleg_leotard,clothing,17,18028,1105,82771,0.000943,0.015385,0.070635,-3.823482,0.005055,sfw,clean,服饰,上半身服装,danbooru_all.csv,240.675357,207.876145
leg up,leg_up,upper body,upper_body,camera,0,1403,12256,82771,0,0,0,0,0,sfw,clean,镜头,镜头,weilin_tagcart.csv,207.743872,207.743872
upper body,upper_body,leg up,leg_up,pose_action,0,12256,1403,82771,0,0,0,0,0,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,207.743872,207.743872
weapon,weapon,wet clothes,wet_clothes,style_light,15,2187,8959,82771,0.006859,0.001674,0.063367,-3.980131,0.004429,sfw,clean,服饰,上半身服装,danbooru_all.csv,236.717365,207.667865
wet clothes,wet_clothes,weapon,weapon,prop,15,8959,2187,82771,0.001674,0.006859,0.063367,-3.980131,0.004429,sfw,clean,物品,武器,weilin_tagcart.csv,236.717365,207.667865
maid headdress,maid_headdress,sky,sky,scene,73,2118,13199,82771,0.034466,0.005531,0.216139,-2.209966,0.020739,sfw,clean,环境,天空,weilin_tagcart.csv,337.744886,207.523068
sky,sky,maid headdress,maid_headdress,clothing,73,13199,2118,82771,0.005531,0.034466,0.216139,-2.209966,0.020739,sfw,clean,服饰,头饰,weilin_tagcart.csv,337.744886,207.523068
blue shorts,blue_shorts,skirt,skirt,clothing,10,1310,14342,82771,0.007634,0.000697,0.044055,-4.504544,0.002866,sfw,clean,服饰,裙子,weilin_tagcart.csv,226.987955,207.428507
skirt,skirt,blue shorts,blue_shorts,clothing,10,14342,1310,82771,0.000697,0.007634,0.044055,-4.504544,0.002866,sfw,clean,服饰,裤子,danbooru_all.csv,226.987955,207.428507
lifted by self,lifted_by_self,water,water,scene,30,1835,11892,82771,0.016349,0.002523,0.113791,-3.13554,0.009115,sfw,clean,环境,水,danbooru_all.csv,263.640889,207.054623
water,water,lifted by self,lifted_by_self,pose_action,30,11892,1835,82771,0.002523,0.016349,0.113791,-3.13554,0.009115,sfw,clean,表情动作,手部动作,weilin_tagcart.csv,263.640889,207.054623
dress,dress,highleg leotard,highleg_leotard,clothing,30,19748,1105,82771,0.001519,0.027149,0.113793,-3.135521,0.009115,sfw,clean,服饰,上半身服装,danbooru_all.csv,263.637506,207.051284
highleg leotard,highleg_leotard,dress,dress,clothing,30,1105,19748,82771,0.027149,0.001519,0.113793,-3.135521,0.009115,sfw,clean,服饰,裙子,weilin_tagcart.csv,263.637506,207.051284
black choker,black_choker,white dress,white_dress,clothing,103,3883,8217,82771,0.026526,0.012535,0.267199,-1.904014,0.027429,sfw,clean,服饰,裙子,danbooru_all.csv,385.480555,207.002047
white dress,white_dress,black choker,black_choker,clothing,103,8217,3883,82771,0.012535,0.026526,0.267199,-1.904014,0.027429,sfw,clean,服饰,领口,weilin_tagcart.csv,385.480555,207.002047
from below,from_below,on bed,on_bed,scene,17,2739,7233,82771,0.006207,0.00235,0.071026,-3.815511,0.005083,sfw,clean,场景,室内,danbooru_all.csv,239.349374,206.556814
on bed,on_bed,from below,from_below,camera,17,7233,2739,82771,0.00235,0.006207,0.071026,-3.815511,0.005083,sfw,clean,镜头,镜头角度,weilin_tagcart.csv,239.349374,206.556814
sword,sword,wet,wet,style_light,28,1158,18530,82771,0.02418,0.001511,0.108007,-3.210802,0.008531,sfw,clean,人物,皮肤,danbooru_all.csv,259.242247,206.266445
wet,wet,sword,sword,prop,28,18530,1158,82771,0.001511,0.02418,0.108007,-3.210802,0.008531,sfw,clean,物品,武器,weilin_tagcart.csv,259.242247,206.266445
jewelry,jewelry,red bow,red_bow,clothing,200,18475,2378,82771,0.010825,0.084104,0.376801,-1.408126,0.043751,sfw,clean,服饰,衣服装饰,danbooru_all.csv,530.784333,206.144507
red bow,red_bow,jewelry,jewelry,clothing,200,2378,18475,82771,0.084104,0.010825,0.376801,-1.408126,0.073592,sfw,clean,服饰,首饰,weilin_tagcart.csv,530.784333,206.144507
crop top,crop_top,sleeveless dress,sleeveless_dress,clothing,5,4011,4456,82771,0.001247,0.001122,0.023155,-5.432514,0.001362,sfw,clean,服饰,裙子,weilin_tagcart.csv,215.93331,206.049086
sleeveless dress,sleeveless_dress,crop top,crop_top,clothing,5,4456,4011,82771,0.001122,0.001247,0.023155,-5.432514,0.001362,sfw,clean,服饰,上衣,weilin_tagcart.csv,215.93331,206.049086
long sleeves,long_sleeves,t-shirt,t-shirt,clothing,8,25664,715,82771,0.000312,0.011189,0.036086,-4.79242,0.002265,sfw,clean,服饰,上衣,weilin_tagcart.csv,221.693105,205.981792
t-shirt,t-shirt,long sleeves,long_sleeves,clothing,8,715,25664,82771,0.011189,0.000312,0.036086,-4.79242,0.002265,sfw,clean,服饰,手臂,weilin_tagcart.csv,221.693105,205.981792
maid headdress,maid_headdress,wet clothes,wet_clothes,style_light,12,2118,8959,82771,0.005666,0.001339,0.052345,-4.255809,0.003513,sfw,clean,服饰,上半身服装,danbooru_all.csv,229.248916,205.877054
wet clothes,wet_clothes,maid headdress,maid_headdress,clothing,12,8959,2118,82771,0.001339,0.005666,0.052345,-4.255809,0.003513,sfw,clean,服饰,头饰,weilin_tagcart.csv,229.248916,205.877054
pantyhose,pantyhose,portrait,portrait,camera,0,9864,1726,82771,0,0,0,0,0,sfw,clean,镜头,镜头,weilin_tagcart.csv,205.691172,205.691172
portrait,portrait,pantyhose,pantyhose,clothing,0,1726,9864,82771,0,0,0,0,0,sfw,clean,服饰,袜子,weilin_tagcart.csv,205.691172,205.691172
black dress,black_dress,short shorts,short_shorts,clothing,9,5238,3529,82771,0.001718,0.00255,0.0403,-4.633081,0.002577,sfw,clean,服饰,裤子,weilin_tagcart.csv,223.325827,205.688525
short shorts,short_shorts,black dress,black_dress,clothing,9,3529,5238,82771,0.00255,0.001718,0.0403,-4.633081,0.002577,sfw,clean,服饰,裙子,danbooru_all.csv,223.325827,205.688525
black pantyhose,black_pantyhose,white dress,white_dress,clothing,156,4683,8217,82771,0.033312,0.018985,0.335556,-1.575373,0.037249,sfw,clean,服饰,裙子,danbooru_all.csv,464.899675,205.246453
white dress,white_dress,black pantyhose,black_pantyhose,clothing,156,8217,4683,82771,0.018985,0.033312,0.335556,-1.575373,0.037249,sfw,clean,服饰,袜子,weilin_tagcart.csv,464.899675,205.246453
hand up,hand_up,looking back,looking_back,camera,124,6113,5636,82771,0.020285,0.022001,0.297903,-1.747087,0.031684,sfw,clean,镜头,主角动作,weilin_tagcart.csv,416.243225,205.183166
looking back,looking_back,hand up,hand_up,pose_action,124,5636,6113,82771,0.022001,0.020285,0.297903,-1.747087,0.031684,sfw,clean,表情动作,手部动作,danbooru_all.csv,416.243225,205.183166
midriff,midriff,upper body,upper_body,camera,290,4436,12256,82771,0.065374,0.023662,0.441505,-1.179497,0.071497,sfw,clean,镜头,镜头,weilin_tagcart.csv,656.843774,204.880308
upper body,upper_body,midriff,midriff,clothing,290,12256,4436,82771,0.023662,0.065374,0.441505,-1.179497,0.054683,sfw,clean,服饰,上衣,weilin_tagcart.csv,656.843774,204.880308
bed,bed,sky,sky,scene,260,3854,13199,82771,0.067462,0.019698,0.423057,-1.241076,0.069392,sfw,clean,环境,天空,weilin_tagcart.csv,614.574501,204.569302
sky,sky,bed,bed,scene,260,13199,3854,82771,0.019698,0.067462,0.423057,-1.241076,0.05143,sfw,clean,场景,家具,weilin_tagcart.csv,614.574501,204.569302
wet clothes,wet_clothes,white thighhighs,white_thighhighs,clothing,127,8959,3881,82771,0.014176,0.032724,0.302328,-1.725812,0.0323,sfw,clean,服饰,袜子,weilin_tagcart.csv,420.073202,204.468891
white thighhighs,white_thighhighs,wet clothes,wet_clothes,style_light,127,3881,8959,82771,0.032724,0.014176,0.302328,-1.725812,0.0323,sfw,clean,服饰,上半身服装,danbooru_all.csv,420.073202,204.468891
dress,dress,gym uniform,gym_uniform,clothing,0,19748,856,82771,0,0,0,0,0,sfw,clean,服饰,运动服,weilin_tagcart.csv,204.229597,204.229597
gym uniform,gym_uniform,dress,dress,clothing,0,856,19748,82771,0,0,0,0,0,sfw,clean,服饰,裙子,weilin_tagcart.csv,204.229597,204.229597
collared shirt,collared_shirt,highleg,highleg,clothing,22,6788,3002,82771,0.003241,0.007328,0.089361,-3.48421,0.006725,sfw,clean,服饰,上衣,weilin_tagcart.csv,246.192217,204.158161
highleg,highleg,collared shirt,collared_shirt,clothing,22,3002,6788,82771,0.007328,0.003241,0.089361,-3.48421,0.006725,sfw,clean,服饰,上衣,weilin_tagcart.csv,246.192217,204.158161
close-up,close-up,smile,smile,expression,69,741,36583,82771,0.093117,0.001886,0.210683,-2.246853,0.037228,sfw,clean,表情动作,笑,weilin_tagcart.csv,327.506047,204.043183
smile,smile,close-up,close-up,camera,69,36583,741,82771,0.001886,0.093117,0.210683,-2.246853,0.01999,sfw,clean,镜头,特写镜头,weilin_tagcart.csv,327.506047,204.043183
full body,full_body,portrait,portrait,camera,0,9769,1726,82771,0,0,0,0,0,sfw,clean,镜头,镜头,weilin_tagcart.csv,203.710164,203.710164
portrait,portrait,full body,full_body,camera,0,1726,9769,82771,0,0,0,0,0,sfw,clean,镜头,人物构图,danbooru_all.csv,203.710164,203.710164
lying,lying,tree,tree,prop,116,8225,4044,82771,0.014103,0.028684,0.288662,-1.792548,0.030315,sfw,clean,物品,植物,weilin_tagcart.csv,401.854514,203.339269
tree,tree,lying,lying,pose_action,116,4044,8225,82771,0.028684,0.014103,0.288662,-1.792548,0.030315,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,401.854514,203.339269
black gloves,black_gloves,wet shirt,wet_shirt,style_light,22,4507,4506,82771,0.004881,0.004882,0.089665,-3.479314,0.006748,sfw,clean,服饰,上衣,weilin_tagcart.csv,245.358181,203.330807
wet shirt,wet_shirt,black gloves,black_gloves,clothing,22,4506,4507,82771,0.004882,0.004881,0.089665,-3.479314,0.006748,sfw,clean,服饰,手部装饰物,danbooru_all.csv,245.358181,203.330807
bow,bow,necklace,necklace,clothing,273,13682,3818,82771,0.019953,0.071503,0.432569,-1.208998,0.053028,sfw,clean,服饰,首饰,weilin_tagcart.csv,631.113264,203.204587
necklace,necklace,bow,bow,clothing,273,3818,13682,82771,0.071503,0.019953,0.432569,-1.208998,0.075834,sfw,clean,服饰,头部装饰物,danbooru_all.csv,631.113264,203.204587
short sleeves,short_sleeves,sleeveless shirt,sleeveless_shirt,clothing,21,9418,2139,82771,0.00223,0.009818,0.086284,-3.534771,0.006434,sfw,clean,服饰,上衣,weilin_tagcart.csv,243.383576,203.195531
sleeveless shirt,sleeveless_shirt,short sleeves,short_sleeves,clothing,21,2139,9418,82771,0.009818,0.00223,0.086284,-3.534771,0.006434,sfw,clean,服饰,手臂,weilin_tagcart.csv,243.383576,203.195531
armor,armor,shirt,shirt,clothing,34,872,25288,82771,0.038991,0.001345,0.127622,-2.970049,0.010487,sfw,clean,服饰,上衣,weilin_tagcart.csv,266.411376,202.75053
shirt,shirt,armor,armor,clothing,34,25288,872,82771,0.001345,0.038991,0.127622,-2.970049,0.010487,sfw,clean,服饰,盔甲,weilin_tagcart.csv,266.411376,202.75053
jacket,jacket,lace trim,lace_trim,clothing,164,9793,4005,82771,0.016747,0.040949,0.346102,-1.530732,0.038773,sfw,clean,服饰,衣服装饰,danbooru_all.csv,473.849114,202.609798
lace trim,lace_trim,jacket,jacket,clothing,164,4005,9793,82771,0.040949,0.016747,0.346102,-1.530732,0.038773,sfw,clean,服饰,外套,weilin_tagcart.csv,473.849114,202.609798
necktie,necktie,water,water,scene,81,2405,11892,82771,0.03368,0.006811,0.234419,-2.092837,0.022962,sfw,clean,环境,水,danbooru_all.csv,345.534789,202.522747
water,water,necktie,necktie,clothing,81,11892,2405,82771,0.006811,0.03368,0.234419,-2.092837,0.022962,sfw,clean,服饰,领口,weilin_tagcart.csv,345.534789,202.522747
squatting,squatting,standing,standing,pose_action,2,1004,17010,82771,0.001992,0.000118,0.009693,-6.688801,0.000523,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,206.328787,202.348173
standing,standing,squatting,squatting,pose_action,2,17010,1004,82771,0.000118,0.001992,0.009693,-6.688801,0.000523,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,206.328787,202.348173
strapless leotard,strapless_leotard,wet,wet,style_light,53,1335,18530,82771,0.0397,0.00286,0.177336,-2.495441,0.015954,sfw,clean,人物,皮肤,danbooru_all.csv,298.867357,202.266175
wet,wet,strapless leotard,strapless_leotard,clothing,53,18530,1335,82771,0.00286,0.0397,0.177336,-2.495441,0.015954,sfw,clean,服饰,上半身服装,danbooru_all.csv,298.867357,202.266175
frilled dress,frilled_dress,white shirt,white_shirt,clothing,46,1315,18028,82771,0.034981,0.002552,0.160606,-2.638399,0.014039,sfw,clean,服饰,上衣,weilin_tagcart.csv,286.414565,201.802458
white shirt,white_shirt,frilled dress,frilled_dress,clothing,46,18028,1315,82771,0.002552,0.034981,0.160606,-2.638399,0.014039,sfw,clean,服饰,裙子,weilin_tagcart.csv,286.414565,201.802458
leotard,leotard,school uniform,school_uniform,clothing,8,3123,5757,82771,0.002562,0.00139,0.03683,-4.762981,0.002312,sfw,clean,服饰,正装,weilin_tagcart.csv,217.215099,201.509738
school uniform,school_uniform,leotard,leotard,clothing,8,5757,3123,82771,0.00139,0.002562,0.03683,-4.762981,0.002312,sfw,clean,服饰,正装,weilin_tagcart.csv,217.215099,201.509738
black dress,black_dress,blue skirt,blue_skirt,clothing,3,5238,3271,82771,0.000573,0.000917,0.014493,-6.108516,0.000807,sfw,clean,服饰,裙子,danbooru_all.csv,206.998804,201.042282
blue skirt,blue_skirt,black dress,black_dress,clothing,3,3271,5238,82771,0.000917,0.000573,0.014493,-6.108516,0.000807,sfw,clean,服饰,裙子,danbooru_all.csv,206.998804,201.042282
bow,bow,pelvic curtain,pelvic_curtain,clothing,84,13682,2108,82771,0.006139,0.039848,0.241067,-2.052495,0.023783,sfw,clean,服饰,正装,weilin_tagcart.csv,348.451221,200.700827
pelvic curtain,pelvic_curtain,bow,bow,clothing,84,2108,13682,82771,0.039848,0.006139,0.241067,-2.052495,0.023783,sfw,clean,服饰,头部装饰物,danbooru_all.csv,348.451221,200.700827
kneeling,kneeling,standing,standing,pose_action,10,1071,17010,82771,0.009337,0.000588,0.045434,-4.460072,0.002956,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,220.09774,200.552083
standing,standing,kneeling,kneeling,pose_action,10,17010,1071,82771,0.000588,0.009337,0.045434,-4.460072,0.002956,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,220.09774,200.552083
blush,blush,shoulder armor,shoulder_armor,clothing,96,59173,514,82771,0.001622,0.18677,0.261254,-1.936476,0.026456,sfw,clean,服饰,盔甲,weilin_tagcart.csv,367.458675,200.539046
frilled dress,frilled_dress,wet,wet,style_light,52,1315,18530,82771,0.039544,0.002806,0.176636,-2.501145,0.01583,sfw,clean,人物,皮肤,danbooru_all.csv,294.389943,199.57504
wet,wet,frilled dress,frilled_dress,clothing,52,18530,1315,82771,0.002806,0.039544,0.176636,-2.501145,0.01583,sfw,clean,服饰,裙子,weilin_tagcart.csv,294.389943,199.57504
bird,bird,indoors,indoors,scene,79,1265,22178,82771,0.062451,0.003562,0.233073,-2.101145,0.028374,sfw,clean,场景,室内,danbooru_all.csv,338.94927,199.362055
indoors,indoors,bird,bird,prop,79,22178,1265,82771,0.003562,0.062451,0.233073,-2.101145,0.022718,sfw,clean,物品,动物,weilin_tagcart.csv,338.94927,199.362055
boots,boots,sweat,sweat,style_light,98,1908,16016,82771,0.051363,0.006119,0.265443,-1.913524,0.027723,sfw,clean,表情动作,其他表情,weilin_tagcart.csv,369.193655,199.207103
sweat,sweat,boots,boots,clothing,98,16016,1908,82771,0.006119,0.051363,0.265443,-1.913524,0.026988,sfw,clean,服饰,靴子,weilin_tagcart.csv,369.193655,199.207103
black choker,black_choker,wet clothes,wet_clothes,style_light,131,3883,8959,82771,0.033737,0.014622,0.31169,-1.681817,0.033494,sfw,clean,服饰,上半身服装,danbooru_all.csv,420.289679,199.121041
wet clothes,wet_clothes,black choker,black_choker,clothing,131,8959,3883,82771,0.014622,0.033737,0.31169,-1.681817,0.033494,sfw,clean,服饰,领口,weilin_tagcart.csv,420.289679,199.121041
indoors,indoors,palm tree,palm_tree,prop,5,22178,780,82771,0.000225,0.00641,0.023924,-5.385406,0.001407,sfw,clean,物品,植物,weilin_tagcart.csv,208.996388,199.116007
palm tree,palm_tree,indoors,indoors,scene,5,780,22178,82771,0.00641,0.000225,0.023924,-5.385406,0.001407,sfw,clean,场景,室内,danbooru_all.csv,208.996388,199.116007
brown pantyhose,brown_pantyhose,upper body,upper_body,camera,1,1357,12256,82771,0.000737,0.000082,0.004977,-7.650568,0.000259,sfw,clean,镜头,镜头,weilin_tagcart.csv,200.932597,198.937574
upper body,upper_body,brown pantyhose,brown_pantyhose,clothing,1,12256,1357,82771,0.000082,0.000737,0.004977,-7.650568,0.000259,sfw,clean,服饰,袜子,danbooru_all.csv,200.932597,198.937574
shirt,shirt,white kimono,white_kimono,clothing,4,25288,677,82771,0.000158,0.005908,0.019339,-5.69234,0.001108,sfw,clean,服饰,上半身服装,danbooru_all.csv,206.835438,198.912794
white kimono,white_kimono,shirt,shirt,clothing,4,677,25288,82771,0.005908,0.000158,0.019339,-5.69234,0.001108,sfw,clean,服饰,上衣,weilin_tagcart.csv,206.835438,198.912794
all fours,all_fours,upper body,upper_body,camera,2,1370,12256,82771,0.00146,0.000163,0.009859,-6.664323,0.000532,sfw,clean,镜头,镜头,weilin_tagcart.csv,202.857523,198.877241
upper body,upper_body,all fours,all_fours,pose_action,2,12256,1370,82771,0.000163,0.00146,0.009859,-6.664323,0.000532,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,202.857523,198.877241
curtains,curtains,wet clothes,wet_clothes,style_light,114,3637,8959,82771,0.031345,0.012725,0.289588,-1.787927,0.030311,sfw,clean,服饰,上半身服装,danbooru_all.csv,393.663034,198.67604
wet clothes,wet_clothes,curtains,curtains,scene,114,8959,3637,82771,0.012725,0.031345,0.289588,-1.787927,0.030311,sfw,clean,场景,家具,weilin_tagcart.csv,393.663034,198.67604
desk,desk,dress,dress,clothing,92,1505,19748,82771,0.06113,0.004659,0.256216,-1.964567,0.031459,sfw,clean,服饰,裙子,weilin_tagcart.csv,359.071897,198.643778
dress,dress,desk,desk,prop,92,19748,1505,82771,0.004659,0.06113,0.256216,-1.964567,0.025732,sfw,clean,物品,其他物品,danbooru_all.csv,359.071897,198.643778
desk,desk,water,water,scene,9,1505,11892,82771,0.00598,0.000757,0.041623,-4.586489,0.002661,sfw,clean,环境,水,danbooru_all.csv,216.228631,198.603234
water,water,desk,desk,prop,9,11892,1505,82771,0.000757,0.00598,0.041623,-4.586489,0.002661,sfw,clean,物品,其他物品,danbooru_all.csv,216.228631,198.603234
sweat,sweat,wide sleeves,wide_sleeves,clothing,222,16016,2859,82771,0.013861,0.07765,0.401294,-1.317268,0.047463,sfw,clean,服饰,手臂,weilin_tagcart.csv,553.209989,198.297317
wide sleeves,wide_sleeves,sweat,sweat,style_light,222,2859,16016,82771,0.07765,0.013861,0.401294,-1.317268,0.073709,sfw,clean,表情动作,其他表情,weilin_tagcart.csv,553.209989,198.297317
dress,dress,underboob,underboob,clothing,71,19748,1361,82771,0.003595,0.052168,0.218653,-2.193285,0.020865,sfw,clean,服饰,上半身服装,danbooru_all.csv,324.715516,198.239875
underboob,underboob,dress,dress,clothing,71,1361,19748,82771,0.052168,0.003595,0.218653,-2.193285,0.021769,sfw,clean,服饰,裙子,weilin_tagcart.csv,324.715516,198.239875
puffy sleeves,puffy_sleeves,wet clothes,wet_clothes,style_light,55,2754,8959,82771,0.019971,0.006139,0.184509,-2.438237,0.016725,sfw,clean,服饰,上半身服装,danbooru_all.csv,298.088533,198.236525
wet clothes,wet_clothes,puffy sleeves,puffy_sleeves,clothing,55,8959,2754,82771,0.006139,0.019971,0.184509,-2.438237,0.016725,sfw,clean,服饰,手臂,weilin_tagcart.csv,298.088533,198.236525
cloud,cloud,lace trim,lace_trim,clothing,86,7212,4005,82771,0.011925,0.021473,0.246444,-2.020668,0.024426,sfw,clean,服饰,衣服装饰,danbooru_all.csv,348.963526,198.157718
lace trim,lace_trim,cloud,cloud,scene,86,4005,7212,82771,0.021473,0.011925,0.246444,-2.020668,0.024426,sfw,clean,环境,云,danbooru_all.csv,348.963526,198.157718
bent over,bent_over,sitting,sitting,pose_action,3,718,23487,82771,0.004178,0.000128,0.014725,-6.085615,0.00082,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,203.738822,197.782996
sitting,sitting,bent over,bent_over,pose_action,3,23487,718,82771,0.000128,0.004178,0.014725,-6.085615,0.00082,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,203.738822,197.782996
collared shirt,collared_shirt,sailor collar,sailor_collar,clothing,41,6788,3326,82771,0.00604,0.012327,0.150313,-2.733954,0.012834,sfw,clean,服饰,领口,weilin_tagcart.csv,272.763262,196.926116
sailor collar,sailor_collar,collared shirt,collared_shirt,clothing,41,3326,6788,82771,0.012327,0.00604,0.150313,-2.733954,0.012834,sfw,clean,服饰,上衣,weilin_tagcart.csv,272.763262,196.926116
black thighhighs,black_thighhighs,wet clothes,wet_clothes,style_light,132,3874,8959,82771,0.034073,0.014734,0.314799,-1.667498,0.033877,sfw,clean,服饰,上半身服装,danbooru_all.csv,419.315533,196.868966
wet clothes,wet_clothes,black thighhighs,black_thighhighs,clothing,132,8959,3874,82771,0.014734,0.034073,0.314799,-1.667498,0.033877,sfw,clean,服饰,袜子,weilin_tagcart.csv,419.315533,196.868966
bed,bed,ocean,ocean,scene,9,3854,4606,82771,0.002335,0.001954,0.041965,-4.574677,0.002683,sfw,clean,环境,水,weilin_tagcart.csv,214.465501,196.843184
ocean,ocean,bed,bed,scene,9,4606,3854,82771,0.001954,0.002335,0.041965,-4.574677,0.002683,sfw,clean,场景,家具,weilin_tagcart.csv,214.465501,196.843184
portrait,portrait,short sleeves,short_sleeves,clothing,0,1726,9418,82771,0,0,0,0,0,sfw,clean,服饰,手臂,weilin_tagcart.csv,196.390862,196.390862
